Peptides.01_F	Peptides.04_M	Peptides.05_F	Peptides.15_M	Peptides.187_F	Peptides.188_F	Peptides.205_M	Peptides.209_M	Peptides.49_F	Peptides.52_F	Peptides.54_M	Peptides.57_M	Peptides.58_F	Peptides.96_F	Intensity.S01_F	Intensity.S04_M	Intensity.S05_F	Intensity.S15_M	Intensity.S187_F	Intensity.S188_F	Intensity.S205_M	Intensity.S209_M	Intensity.S49_F	Intensity.S52_F	Intensity.S54_M	Intensity.S57_M	Intensity.S58_F	Intensity.S96_F	iBAQ	iBAQ.01_F	iBAQ.04_M	iBAQ.05_F	iBAQ.15_M	iBAQ.187_F	iBAQ.188_F	iBAQ.205_M	iBAQ.209_M	iBAQ.49_F	iBAQ.52_F	iBAQ.54_M	iBAQ.57_M	iBAQ.58_F	iBAQ.96_F	LFQ.intensity.S01_F	LFQ.intensity.S04_M	LFQ.intensity.S05_F	LFQ.intensity.S15_M	LFQ.intensity.S187_F	LFQ.intensity.S188_F	LFQ.intensity.S205_M	LFQ.intensity.S209_M	LFQ.intensity.S49_F	LFQ.intensity.S52_F	LFQ.intensity.S54_M	LFQ.intensity.S57_M	LFQ.intensity.S58_F	LFQ.intensity.S96_F	MS.MS.count.01_F	MS.MS.count.04_M	MS.MS.count.05_F	MS.MS.count.15_M	MS.MS.count.187_F	MS.MS.count.188_F	MS.MS.count.205_M	MS.MS.count.209_M	MS.MS.count.49_F	MS.MS.count.52_F	MS.MS.count.54_M	MS.MS.count.57_M	MS.MS.count.58_F	MS.MS.count.96_F	Only.identified.by.site	Reverse	Potential.contaminant	Peptides	Sequence.coverage....	Mol..weight..kDa.	Q.value	Score	Intensity	MS.MS.count	Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	NA	NA	1	16.9	6.8998	1	-2	0	0	P84101	P84101	Small EDRK-rich factor 2	SERF2
1	2	3	2	1	0	2	2	3	3	1	1	1	0	0	83900000	1.2e+08	31100000	19200000	0	1.09e+08	29800000	1.03e+08	1.92e+08	32500000	17800000	1.39e+08	0	1.25e+08	0	1.2e+07	17200000	4445400	2741300	0	15500000	4263700	14700000	27400000	4649600	2544500	19800000	0	0	4.4e+07	5.1e+07	40200000	60500000	0	94500000	88800000	81200000	1.03e+08	35800000	48400000	1.22e+08	0	0	2	2	1	1	0	1	1	2	4	1	1	3	0		NA	NA	3	18.3	19.329	0.00084782	3.7386	876670000	19	P84103	P84103	Serine/arginine-rich splicing factor 3	SRSF3
0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	56700000	1.27e+08	0	0	0	76700000	0	1.18e+08	70400000	0	0	0	0	56100000	0	7089300	15900000	0	0	0	9593200	0	14800000	8804800	0	0	0	0	0	52300000	62700000	0	0	0	51100000	0	1.14e+08	0	0	0	0	0	0	1	2	0	0	0	1	0	2	1	0	0	0	0		NA	NA	2	19.1	21.466	0	26.583	449100000	7	P84157	P84157	Matrix-remodeling-associated protein 7	MXRA7
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22900000	0	0	0	0	0	0	0	0	0	0	0	3270000	0	0	3270000	0	0	0	0	0	0	0	0	0	0	0	0	0	17600000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		NA	NA	1	16.7	18.559	0	5.0403	22890000	1	P86397	P86397	Hydroxyacyl-thioester dehydratase type 2, mitochondrial	RPP14
1	1	1	1	0	0	1	0	0	1	1	0	3	1	18900000	12900000	3e+07	7381500	0	0	33800000	0	0	22800000	7625400	0	1.91e+08	11600000	6995100	393020	267950	625070	153780	0	0	704810	0	0	474760	158860	0	3974900	241920	13800000	19200000	2.6e+07	12600000	0	0	18200000	0	0	19800000	11200000	0	69600000	3.2e+07	2	1	2	1	0	0	2	0	0	1	1	0	7	1		NA	NA	3	4.6	126.57	0.00078555	2.6636	335760000	18	P98095	P98095	Fibulin-2	FBLN2
15	11	14	5	0	0	2	2	1	4	7	0	5	0	2.75e+09	6.4e+08	7.17e+08	3.02e+08	0	0	80400000	12500000	6330100	96800000	3.1e+08	0	2.73e+08	0	2.8e+07	14900000	3460100	3876700	1630000	0	0	434390	67472	34217	523290	1675600	0	1476700	0	1.21e+09	5.76e+08	6.04e+08	1.98e+08	0	0	71400000	2.6e+07	8052700	64900000	3.18e+08	0	2.36e+08	0	54	24	28	7	0	0	4	2	1	6	13	0	12	0		NA	NA	16	4.8	468.83	0	44.494	5187400000	151	P98160	P98160	Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide	HSPG2
1	2	5	0	0	1	0	0	0	1	0	0	0	0	27200000	63500000	93600000	0	0	9019900	0	0	0	18500000	0	0	0	0	1023500	131590	306830	452110	0	0	43574	0	0	0	89383	0	0	0	0	19800000	46600000	67800000	0	0	22700000	0	0	0	11700000	0	0	0	0	1	2	6	0	0	1	0	0	0	1	0	0	0	0		NA	NA	5	1.2	521.95	0.00086207	3.9976	211860000	11	P98164	P98164	Low-density lipoprotein receptor-related protein 2	LRP2
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1e+07	0	0	0	0	0	0	0	1488000	0	0	0	0	0	0	1488000	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+07	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0		NA	NA	2	3	100.58	0.00085288	3.7994	61007000	2	P98194	P98194	Calcium-transporting ATPase type 2C member 1	ATP2C1
0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	95600000	44100000	0	0	0	0	32700000	0	28700000	0	0	0	0	0	0	15900000	7346200	0	0	0	0	5456200	0	0	0	0	0	0	0	60600000	69100000	0	0	0	0	31300000	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0		NA	NA	1	13.3	11.749	0.0097902	1.6065	172430000	4	P99999	P99999	Cytochrome c	CYCS
0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	39800000	0	0	53600000	37100000	71500000	0	49500000	0	0	15700000	0	0	0	0	2485400	0	0	3350600	2320000	4467500	0	3091100	0	0	0	0	0	0	86100000	0	0	1.09e+08	0	44600000	0	92300000	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0		NA	NA	2	6.9	29.096	0.00077549	2.471	251430000	5	Q00059	Q00059	Transcription factor A, mitochondrial	TFAM
4	4	9	3	0	0	3	0	1	3	5	2	4	1	1.4e+09	6.29e+08	1.48e+09	2.33e+08	0	0	6.9e+08	0	23900000	7.84e+08	1.69e+09	67900000	7.98e+08	12100000	4.34e+08	77900000	34900000	82200000	1.3e+07	0	0	38300000	0	1329200	43600000	93600000	3771100	44300000	672970	7.59e+08	5.3e+08	6.7e+08	3.41e+08	0	0	5.05e+08	0	35300000	2.97e+08	7.17e+08	1.12e+08	8.58e+08	24400000	9	7	13	5	0	0	6	0	1	6	9	3	6	1		NA	NA	10	41.1	31.806	0	37.001	7803600000	66	Q00169	Q00169	Phosphatidylinositol transfer protein alpha isoform	PITPNA
2	1	2	6	1	0	8	1	1	1	1	2	5	2	2.4e+08	50500000	2e+08	1.18e+09	26400000	0	2.75e+09	21800000	1.04e+08	1.27e+08	1.47e+08	1.18e+08	1.1e+09	2.46e+08	3.5e+08	13300000	2808100	11100000	65600000	1467200	0	1.53e+08	1209000	5756800	7045400	8189300	6531000	6.1e+07	13600000	1.42e+08	57900000	1.64e+08	1.03e+09	67300000	0	1.4e+09	63700000	1.73e+08	73300000	95900000	1.47e+08	1.03e+09	4.56e+08	2	1	3	7	1	0	16	1	2	3	3	4	6	3		NA	NA	11	27.9	40.094	0	48.869	6304200000	52	Q00325	Q00325	Phosphate carrier protein, mitochondrial	SLC25A3
5	4	9	10	7	2	7	9	9	7	7	9	7	6	4.98e+08	3.6e+08	5.1e+09	6.04e+09	2.23e+09	1.09e+08	5.77e+09	6.12e+09	5.36e+09	7.21e+09	5.81e+09	5.05e+09	3.54e+09	2.9e+09	7.01e+09	62300000	4.5e+07	6.37e+08	7.55e+08	2.79e+08	13600000	7.21e+08	7.65e+08	6.7e+08	9.02e+08	7.26e+08	6.31e+08	4.42e+08	3.63e+08	5.72e+08	5.93e+08	2.05e+09	4.18e+09	1.62e+09	3.05e+08	2.77e+09	4.66e+09	3.98e+09	3.57e+09	1.94e+09	4.92e+09	2.72e+09	3.34e+09	4	4	23	18	16	1	23	25	25	23	26	23	18	16		NA	NA	11	41.6	34.91	0	280.74	5.6098e+10	245	Q00577	Q00577	Transcriptional activator protein Pur-alpha	PURA
61	64	76	71	61	65	64	62	73	80	62	62	61	66	2.14e+10	2.75e+10	6.98e+10	5.3e+10	1.69e+10	2.85e+10	5.55e+10	3.08e+10	4.86e+10	1.08e+11	2.73e+10	2.84e+10	2.81e+10	3.27e+10	6.4e+09	2.38e+08	3.05e+08	7.75e+08	5.89e+08	1.88e+08	3.17e+08	6.17e+08	3.42e+08	5.4e+08	1.2e+09	3.04e+08	3.15e+08	3.12e+08	3.63e+08	9.51e+09	1.91e+10	2.91e+10	4.43e+10	3.44e+10	7.65e+10	3.26e+10	3.3e+10	3.59e+10	4.56e+10	1.88e+10	3.83e+10	1.96e+10	5e+10	114	144	201	159	82	138	159	97	155	206	112	130	94	126		NA	NA	86	47.8	191.61	0	323.31	5.7627e+11	1917	Q00610	Q00610	Clathrin heavy chain 1	CLTC
2	1	4	0	0	0	1	0	1	1	1	0	0	0	1.56e+08	4.8e+07	1.49e+09	0	0	0	3.8e+07	0	18500000	63900000	1.68e+08	0	0	0	3.3e+08	2.6e+07	7991700	2.48e+08	0	0	0	6337200	0	3087700	10600000	2.8e+07	0	0	0	73400000	57100000	1.18e+09	0	0	0	0	0	32100000	3.1e+07	35200000	0	0	0	4	2	8	0	0	0	1	0	1	1	1	0	0	0		NA	NA	5	16.9	21.493	0	11.117	1982400000	18	Q00765	Q00765	Receptor expression-enhancing protein 5	REEP5
6	2	3	0	0	1	1	0	0	0	0	0	1	2	1.94e+09	2.65e+08	3.26e+08	0	0	1.6e+07	2.67e+08	0	0	0	0	0	1.45e+08	1.21e+08	1.47e+08	92200000	12600000	15500000	0	0	760240	12700000	0	0	0	0	0	6914300	5753700	7.39e+08	2.31e+08	1.04e+08	0	0	1.81e+08	1.43e+08	0	0	0	0	0	0	1.93e+08	10	2	4	0	0	1	1	0	0	0	0	0	1	2		NA	NA	8	29.4	38.324	0	19.109	3.078e+09	21	Q00796	Q00796	Sorbitol dehydrogenase	SORD
0	0	0	4	1	3	1	0	2	1	1	0	0	0	0	0	0	3.99e+08	6.1e+07	47700000	1.17e+08	0	49400000	40800000	0	0	0	0	19300000	0	0	0	10800000	1649700	1289800	3172600	0	1334600	1102100	0	0	0	0	0	0	0	1.39e+08	1.69e+08	44400000	63600000	0	35900000	41200000	0	0	0	0	0	0	0	9	2	3	3	0	3	1	0	0	0	0		NA	NA	6	13.1	90.583	0	30.228	715370000	21	Q00839	Q00839	Heterogeneous nuclear ribonucleoprotein U	HNRNPU
0	1	2	2	3	1	3	3	5	3	1	7	1	1	0	0	2.61e+08	13100000	3.42e+08	0	2.22e+08	93200000	6.14e+08	1.02e+08	0	4.55e+08	0	0	80800000	0	0	1e+07	503980	13100000	0	8542200	3586100	23600000	3924300	0	17500000	0	0	0	0	7.2e+07	2.1e+07	2.99e+08	0	81200000	1.57e+08	4.81e+08	42200000	0	4.79e+08	0	0	0	0	2	1	3	0	3	2	7	2	0	7	0	0		NA	NA	8	21.5	61.379	0	21.348	2101700000	27	Q01064	Q01064	Calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase 1B	PDE1B
191	178	187	168	148	133	183	164	187	204	189	143	184	164	4.51e+11	1.98e+11	3e+11	1.28e+11	7.41e+10	2.12e+10	2.73e+11	9.76e+10	1.33e+11	3.29e+11	2.83e+11	3.92e+10	2.57e+11	7.14e+10	1.87e+10	3.17e+09	1.39e+09	2.11e+09	9.05e+08	5.22e+08	1.49e+08	1.92e+09	6.88e+08	9.36e+08	2.32e+09	2e+09	2.76e+08	1.81e+09	5.03e+08	2.18e+11	1.5e+11	1.77e+11	9.38e+10	8.8e+10	4.93e+10	1.53e+11	8.86e+10	1.07e+11	1.45e+11	2.07e+11	7.3e+10	1.78e+11	1.07e+11	811	567	555	397	234	172	498	309	451	610	618	427	503	295		NA	NA	225	77.1	274.61	0	323.31	2.6557e+12	6447	Q01082	Q01082	Spectrin beta chain, non-erythrocytic 1	SPTBN1
3	5	8	3	0	0	3	5	3	2	7	2	3	2	2.06e+08	5.61e+08	1.8e+09	1.61e+08	0	0	1.06e+08	3.33e+08	2.02e+08	4.25e+08	9.82e+08	1.1e+08	1.5e+08	4.7e+07	3.18e+08	12900000	35100000	1.12e+08	10100000	0	0	6626900	20800000	12600000	26500000	61300000	6845600	9402500	2934700	1.4e+08	4.42e+08	6.09e+08	2.22e+08	0	0	1.19e+08	2.57e+08	2.19e+08	2.16e+08	4.12e+08	1.68e+08	1.98e+08	1.07e+08	2	5	15	2	0	0	2	6	3	4	10	1	2	1		NA	NA	9	28.3	41.59	0	21.091	5081800000	53	Q01085;P31483	Q01085	Nucleolysin TIAR	TIAL1
1	0	3	7	6	1	3	4	5	4	4	4	3	4	1.36e+08	0	1.04e+08	3.55e+09	4.33e+09	22500000	1.46e+09	1.82e+09	8.54e+08	2.45e+09	1.65e+09	1.79e+09	8.88e+08	1.08e+09	2.24e+09	15100000	0	11600000	3.94e+08	4.81e+08	2505500	1.62e+08	2.03e+08	94900000	2.72e+08	1.84e+08	1.98e+08	98700000	1.19e+08	1.08e+08	0	1.94e+08	1.92e+09	2.04e+09	75500000	1.12e+09	2.06e+09	9.27e+08	1.33e+09	9.15e+08	2.09e+09	7.49e+08	1.15e+09	1	0	4	18	18	1	8	13	12	12	10	10	5	9		NA	NA	8	37.9	33.488	0	100.76	2.0127e+10	121	Q01105;P0DME0	Q01105;P0DME0	Protein SET;Protein SETSIP	SET;SETSIP
6	2	2	2	1	2	6	2	6	4	2	3	0	0	1.33e+08	85100000	9299100	1.09e+08	6337800	23500000	2.39e+08	28800000	1.93e+08	83300000	44200000	25800000	0	0	29700000	4020500	2579400	281790	3310800	192060	712660	7234100	873760	5855600	2524800	1340700	782820	0	0	1.06e+08	4.3e+07	9772400	7.6e+07	14900000	74700000	1.21e+08	26200000	1.21e+08	35100000	25600000	31100000	0	0	5	2	1	2	1	1	5	1	5	2	1	2	0	0		NA	NA	12	16.4	88.811	0	12.506	980400000	28	Q01432;P23109	Q01432	AMP deaminase 3	AMPD3
15	18	26	14	6	18	26	21	24	29	26	15	14	13	3.15e+09	3.21e+09	6.68e+09	2.49e+09	5.5e+08	1.78e+09	8.9e+09	4.93e+09	4.62e+09	1.08e+10	8.76e+09	1.26e+09	2.91e+09	1.97e+09	1.55e+09	78700000	80300000	1.67e+08	62200000	13700000	44400000	2.23e+08	1.23e+08	1.16e+08	2.7e+08	2.19e+08	31500000	72700000	49100000	1.53e+09	2.19e+09	3.04e+09	1.73e+09	1.78e+09	4.54e+09	3.08e+09	5.91e+09	3.07e+09	3.73e+09	3.97e+09	2.05e+09	1.91e+09	2.29e+09	32	42	39	26	7	29	74	42	56	66	66	32	31	26		NA	NA	36	37	100.69	0	139.67	6.1988e+10	568	Q01433	Q01433	AMP deaminase 2	AMPD2
5	4	5	5	5	2	2	1	2	2	1	4	1	4	4.58e+09	2.72e+09	7.81e+09	1.51e+10	1.26e+10	1.77e+08	5.9e+08	2.29e+08	35600000	2.54e+08	35400000	1.03e+09	4.08e+08	4.63e+09	6.27e+09	5.72e+08	3.4e+08	9.77e+08	1.88e+09	1.57e+09	22100000	73800000	28600000	4448200	31700000	4421300	1.29e+08	51100000	5.79e+08	1.98e+09	2.01e+09	3.25e+09	6.1e+09	7.39e+09	5.74e+08	6.1e+08	3.83e+08	56600000	2.77e+08	62600000	2.39e+09	5.3e+08	4.09e+09	18	16	25	37	28	3	3	2	2	3	1	7	4	15		NA	NA	6	27.4	15.164	0	12.741	5.0144e+10	164	Q01469	Q01469	Fatty acid-binding protein, epidermal	FABP5
6	4	5	6	30	19	25	29	41	36	7	29	8	11	8.28e+08	3.34e+08	4.11e+08	5.06e+08	5.22e+09	1.81e+09	7.08e+09	3.52e+09	7.6e+09	9.82e+09	5.23e+08	4.67e+09	8.8e+08	1.46e+09	2.17e+08	4019200	1620800	1994200	2457700	25300000	8788300	34400000	17100000	36900000	47700000	2540500	22700000	4271400	7108300	5.66e+08	2.92e+08	2.92e+08	5.25e+08	7.43e+09	5.63e+09	2.92e+09	3.17e+09	5.23e+09	3.18e+09	5.42e+08	6.05e+09	6.42e+08	1.6e+09	10	4	5	7	74	60	68	67	117	101	7	103	11	27		NA	NA	51	18.2	433.71	0	249.42	4.4663e+10	661	Q01484	Q01484	Ankyrin-2	ANK2
9	11	5	7	7	6	16	5	13	17	15	3	5	12	3.1e+09	4.71e+09	7.63e+08	2.29e+09	2.37e+09	1.71e+09	7.46e+09	6.8e+08	2.47e+09	9.77e+09	5.73e+09	2.93e+08	7.83e+08	3.84e+09	1.64e+09	1.11e+08	1.68e+08	27200000	81900000	84600000	61200000	2.66e+08	24300000	88100000	3.49e+08	2.05e+08	10500000	2.8e+07	1.37e+08	8.41e+08	2.65e+09	4.72e+08	1.48e+09	2.6e+09	4.42e+09	3.19e+09	6.42e+08	1.54e+09	2.55e+09	2.74e+09	3.11e+08	6.65e+08	3.2e+09	23	34	6	18	13	17	40	6	20	38	31	4	6	28		NA	NA	22	50.7	51.901	0	142.07	4.5976e+10	284	Q01518	Q01518	Adenylyl cyclase-associated protein 1	CAP1
1	2	2	1	0	0	3	0	1	0	3	1	1	0	1.72e+08	1.06e+08	2.55e+08	61600000	0	0	6.37e+08	0	55200000	0	2.57e+08	14400000	70500000	0	90500000	9538000	5906300	14200000	3420100	0	0	35400000	0	3067700	0	14300000	802090	3918900	0	1.11e+08	1.08e+08	1.27e+08	4.5e+07	0	0	2.42e+08	0	85700000	0	1.13e+08	57300000	76200000	0	1	2	2	1	0	0	3	0	1	0	3	1	1	0		NA	NA	4	9.9	55.01	0	12.182	1628900000	15	Q01650	Q01650	Large neutral amino acids transporter small subunit 1	SLC7A5
9	18	21	23	19	23	30	23	27	32	15	22	21	22	3.64e+08	2.12e+09	7.04e+09	5.19e+09	4.36e+09	5.07e+09	1.66e+10	9.18e+09	8.68e+09	1.88e+10	2.05e+09	4.79e+09	5.09e+09	5.18e+09	2.96e+09	11400000	66200000	2.2e+08	1.62e+08	1.36e+08	1.59e+08	5.2e+08	2.87e+08	2.71e+08	5.89e+08	6.4e+07	1.5e+08	1.59e+08	1.62e+08	3.94e+08	1.3e+09	2.17e+09	3.22e+09	6.53e+09	7.32e+09	5.88e+09	8.85e+09	8.29e+09	6.13e+09	1.84e+09	5.98e+09	2.88e+09	5.53e+09	6	21	36	32	29	55	61	39	41	60	16	36	31	28		NA	NA	35	43.5	85.595	0	323.31	9.4578e+10	491	Q01813	Q01813	ATP-dependent 6-phosphofructokinase, platelet type	PFKP
17	16	28	15	1	1	17	5	12	13	18	6	12	13	3.42e+09	1.82e+09	6.57e+09	1.48e+09	36900000	19700000	2.5e+09	1.32e+08	9.68e+08	1.41e+09	2.51e+09	2.02e+08	1.11e+09	7.53e+08	4.09e+08	61100000	32500000	1.17e+08	26400000	659330	352630	44700000	2362200	17300000	25200000	44800000	3608600	19800000	13400000	1.26e+09	1.26e+09	2.5e+09	1.36e+09	77800000	72700000	1.65e+09	2.68e+08	8.74e+08	7.96e+08	1.47e+09	4.49e+08	8.77e+08	1.41e+09	49	38	72	29	1	1	33	5	17	16	35	9	20	24		NA	NA	29	25.1	136.87	0	140.37	2.2927e+10	349	Q01814	Q01814	Plasma membrane calcium-transporting ATPase 2	ATP2B2
2	2	3	0	0	1	2	2	1	2	2	1	1	2	7.6e+08	5.64e+08	1.44e+09	0	0	40900000	3.68e+08	2.71e+08	2.43e+08	1.28e+09	3.61e+08	42900000	1.4e+08	3.03e+08	3.42e+08	44700000	33200000	84400000	0	0	2405100	21700000	15900000	14300000	75200000	21200000	2522900	8242600	17800000	3.97e+08	2.26e+08	4.96e+08	0	0	1.09e+08	1.65e+08	3.95e+08	2.88e+08	3.72e+08	2.07e+08	1.3e+08	95500000	2.99e+08	6	9	9	0	0	3	5	5	4	10	5	1	4	4		NA	NA	3	8.1	68.477	0	28.05	5806700000	65	Q01844	Q01844	RNA-binding protein EWS	EWSR1
0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	25600000	0	0	0	0	0	0	40700000	0	0	1473300	0	0	0	0	569890	0	0	0	0	0	0	903390	0	0	0	0	0	0	51300000	0	0	0	0	0	0	5.5e+07	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0		NA	NA	2	2.8	104.2	0.002284	2.254	66298000	3	Q01968	Q01968	Inositol polyphosphate 5-phosphatase OCRL-1	OCRL
0	2	3	0	0	0	0	1	0	0	2	0	0	0	0	1.2e+08	1.24e+08	0	0	0	0	0	0	0	1.01e+08	0	0	0	18100000	0	6323000	6511200	0	0	0	0	0	0	0	5306000	0	0	0	0	1.22e+08	71500000	0	0	0	0	0	0	0	73500000	0	0	0	0	2	3	0	0	0	0	1	0	0	2	0	0	0		NA	NA	6	18.4	40.066	0	4.9117	344670000	8	Q02083	Q02083	N-acylethanolamine-hydrolyzing acid amidase;N-acylethanolamine-hydrolyzing acid amidase subunit alpha;N-acylethanolamine-hydrolyzing acid amidase subunit beta	NAAA
7	5	13	6	5	5	15	5	13	17	7	8	14	9	4.36e+08	3.74e+08	1.68e+09	5.81e+08	3.17e+08	3e+08	2.9e+09	3.05e+08	1.44e+09	6.03e+09	6.33e+08	5.4e+08	2.87e+09	9.01e+08	5.36e+08	12100000	10400000	46700000	16100000	8814300	8328300	80600000	8465800	40100000	1.67e+08	17600000	1.5e+07	79700000	2.5e+07	3.06e+08	4.1e+08	5.21e+08	5.08e+08	6.52e+08	1e+09	9.29e+08	9.35e+08	1.1e+09	1.69e+09	4e+08	8.63e+08	1.19e+09	1.11e+09	7	8	16	10	6	7	22	5	21	30	7	10	18	11		NA	NA	20	30.3	77.452	0	65.191	1.9307e+10	178	Q02108	Q02108	Guanylate cyclase soluble subunit alpha-3	GUCY1A3
17	20	24	19	14	14	19	15	21	25	20	17	21	18	3.5e+09	6.3e+09	1.75e+10	4.44e+09	1.68e+09	9.61e+08	5.65e+09	1.88e+09	4.92e+09	1.53e+10	6.41e+09	1.6e+09	6.64e+09	4.41e+09	2.08e+09	89800000	1.62e+08	4.49e+08	1.14e+08	42900000	24600000	1.45e+08	48300000	1.26e+08	3.92e+08	1.64e+08	41100000	1.7e+08	1.13e+08	2.32e+09	4.35e+09	5.18e+09	3.02e+09	3.24e+09	2.95e+09	2.59e+09	4.23e+09	3.94e+09	4.72e+09	3.15e+09	2.74e+09	4.01e+09	2.76e+09	30	41	56	34	22	16	33	18	33	52	37	22	34	43		NA	NA	28	43.5	70.514	0	276.62	8.1206e+10	471	Q02153	Q02153	Guanylate cyclase soluble subunit beta-1	GUCY1B3
8	17	12	26	2	4	20	5	18	15	12	13	14	8	7.7e+08	1.05e+09	2.03e+09	5.11e+09	1.45e+08	1.59e+08	2.75e+09	2.22e+08	2.09e+09	2.91e+09	1.32e+09	8.03e+08	1.65e+09	1.11e+09	4.91e+08	17100000	23300000	45200000	1.13e+08	3224800	3535000	6.1e+07	4937300	46400000	64700000	29300000	17800000	36600000	24700000	3.83e+08	1.08e+09	1.02e+09	1.88e+09	1.74e+08	3.51e+08	1.26e+09	2.99e+08	1.63e+09	1.14e+09	9.83e+08	1.46e+09	1.5e+09	1.73e+09	11	19	19	43	2	6	27	6	24	24	17	18	15	18		NA	NA	33	39.1	115.93	0	90.89	2.2105e+10	249	Q02218	Q02218	2-oxoglutarate dehydrogenase, mitochondrial	OGDH
1	2	2	1	2	0	2	1	1	1	2	1	1	3	9.78e+08	3.99e+08	1.68e+08	9.03e+08	8.32e+08	0	3.77e+08	1.4e+09	2.3e+08	3.63e+08	2.99e+09	5.94e+08	1.49e+09	1.16e+09	72900000	5999400	2447300	1030000	5538700	5105200	0	2311200	8601400	1412800	2224600	18400000	3644500	9147200	7087200	4.91e+08	38600000	76900000	4.65e+08	6.84e+08	0	1.18e+08	1.6e+09	3.06e+08	1.57e+08	2.51e+09	1.18e+09	1.38e+09	1.21e+09	1	2	1	3	3	0	2	1	1	1	3	1	2	2		NA	NA	6	3	316.41	0.00082406	3.3686	1.1884e+10	23	Q02224	Q02224	Centromere-associated protein E	CENPE
4	6	6	0	0	3	2	0	2	8	1	0	0	2	1.03e+08	1.76e+08	2.5e+08	0	0	44700000	65800000	0	69500000	3.94e+08	25100000	0	0	54400000	23200000	2027300	3445600	4899100	0	0	876840	1290900	0	1362100	7726200	491780	0	0	1066400	60700000	1.21e+08	1.11e+08	0	0	1.27e+08	5.1e+07	0	42800000	1.48e+08	27300000	0	0	1.04e+08	4	6	6	0	0	3	2	0	2	7	1	0	0	2		NA	NA	11	15	113.39	0	18.548	1182500000	33	Q02246	Q02246	Contactin-2	CNTN2
15	7	12	13	9	6	7	13	18	17	15	15	13	10	7.4e+09	6.9e+08	2.76e+09	4.6e+09	1.79e+09	5.65e+08	1.54e+09	2.53e+09	5.33e+09	6.21e+09	6.04e+09	3.69e+09	3.14e+09	2.46e+09	1.74e+09	2.64e+08	24600000	98700000	1.64e+08	6.4e+07	20200000	55200000	90400000	1.9e+08	2.22e+08	2.16e+08	1.32e+08	1.12e+08	8.8e+07	2.09e+09	6.83e+08	1.78e+09	1.85e+09	1.97e+09	2.5e+09	1.01e+09	1.89e+09	2.8e+09	1.61e+09	2.5e+09	2.81e+09	1.93e+09	2.05e+09	36	9	18	33	13	11	11	15	34	33	29	24	24	17		NA	NA	20	42.8	57.839	0	98.343	4.8768e+10	307	Q02252	Q02252	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	ALDH6A1
1	1	1	0	0	0	1	0	1	1	0	0	1	0	1.17e+08	59200000	70300000	0	0	0	66100000	0	12400000	70400000	0	0	70800000	0	25900000	6477900	3286100	3908300	0	0	0	3671900	0	686410	3912900	0	0	3931200	0	6.8e+07	47300000	5.4e+07	0	0	0	39400000	0	14400000	4.4e+07	0	0	63700000	0	2	1	2	0	0	0	2	0	1	2	0	0	2	0		NA	NA	1	7.6	38.157	0.00084281	3.6697	465740000	12	Q02338	Q02338	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	BDH1
0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93e+08	0	0	0	0	0	0	0	0	0	0	14500000	0	0	0	14500000	0	0	0	0	0	0	0	0	0	0	0	0	0	3e+08	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0		NA	NA	6	17.4	65.444	0	10.099	492940000	4	Q02383	Q02383	Semenogelin-2	SEMG2
0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10300000	14400000	0	0	0	0	1123300	0	0	0	0	0	0	0	0	469630	653660	0	0	0	0	0	0	0	0	0	0	0	0	7828100	5555300	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0		NA	NA	1	1.3	82.511	0.0097936	1.6067	24712000	2	Q99767;Q02410	Q99767;Q02410	Amyloid beta A4 precursor protein-binding family A member 2;Amyloid beta A4 precursor protein-binding family A member 1	APBA2;APBA1
