Entry.name	Entry (UniProtAC)		MS.MS.count.AD1.1.1	MS.MS.count.AD1.2.1	MS.MS.count.AD1.2.2	MS.MS.count.AD1.1.2	MS.MS.count.AD2.1.1	MS.MS.count.AD2.2.1	MS.MS.count.AD2.2.2	MS.MS.count.AD2.1.2	MS.MS.count.AD3.1.1	MS.MS.count.AD3.2.1	MS.MS.count.AD3.2.2	MS.MS.count.AD3.1.2	MS.MS.count.AD4.1.1	MS.MS.count.AD4.2.1	MS.MS.count.AD4.2.2	MS.MS.count.AD4.1.2	MS.MS.count.AD5.1.1	MS.MS.count.AD5.1.2	MS.MS.count.ND1.1.1	MS.MS.count.ND1.1.2	MS.MS.count.ND2.1.1	MS.MS.count.ND2.2.1	MS.MS.count.ND2.2.2	MS.MS.count.ND2.1.2	MS.MS.count.ND3.1.1	MS.MS.count.ND3.2.1	MS.MS.count.ND3.2.2	MS.MS.count.ND3.1.2	Intensity.AD1.1.1	Intensity.AD1.2.1	Intensity.AD1.2.2	Intensity.AD1.1.2	Intensity.AD2.1.1	Intensity.AD2.2.1	Intensity.AD2.2.2	Intensity.AD2.1.2	Intensity.AD3.1.1	Intensity.AD3.2.1	Intensity.AD3.2.2	Intensity.AD3.1.2	Intensity.AD4.1.1	Intensity.AD4.2.1	Intensity.AD4.2.2	Intensity.AD4.1.2	Intensity.AD5.1.1	Intensity.AD5.1.2	Intensity.ND1.1.1	Intensity.ND1.1.2	Intensity.ND2.1.1	Intensity.ND2.2.1	Intensity.ND2.2.2	Intensity.ND2.1.2	Intensity.ND3.1.1	Intensity.ND3.2.1	Intensity.ND3.2.2	Intensity.ND3.1.2		Raw.p	Raw.FC	SC.p	SC.FC			Protein.names	Gene.names	Gene.names...primary..	Function..CC.	Length	Gene.ontology..biological.process.	Gene.ontology..cellular.component.	Gene.ontology..molecular.function.	Domain..CC.	Domain..FT.	Protein.families	Sequence.similarities	EC.number	Organism	Repeat	Region	Zinc.finger	Motif	Coiled.coil	Compositional.bias	Cross.reference..MGI.	Cross.reference..GeneCards.	Status	
RS15_HUMAN	P62841		0	2	2	0	0	0	0	0	0	1	0	0	0	1	1	0	5	5	2	2	0	0	0	0	2	5	4	3		7.92	8.26							7.58				6.63	6.74		8.69	8.68	7.59	7.40					7.33	8.36	8.20	7.36		0.223590137	0.931512443	0.231651672	0.524691358			40S ribosomal protein S15 (RIG protein) (Small ribosomal subunit protein uS19)	RPS15 RIG	RPS15		145	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; osteoblast differentiation [GO:0001649]; ribosomal small subunit assembly [GO:0000028]; ribosomal small subunit biogenesis [GO:0042274]; ribosomal small subunit export from nucleus [GO:0000056]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	DNA binding [GO:0003677]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Universal ribosomal protein uS19 family	SIMILARITY: Belongs to the universal ribosomal protein uS19 family. {ECO:0000305}.		Homo sapiens (Human)								RPS15;	reviewed	
RS2_HUMAN	P15880		0	11	16	0	1	0	0	0	7	4	7	8	1	1	0	0	34	39	7	7	1	0	0	0	20	26	27	22		8.78	8.96		7.07				8.71	8.18	8.41	8.71	6.96	7.00			9.76	9.81	8.29	8.24	7.35			6.47	9.05	9.30	9.12	8.93		0.227222081	0.914420831	0.409278831	0.651515152			40S ribosomal protein S2 (40S ribosomal protein S4) (Protein LLRep3) (Small ribosomal subunit protein uS5)	RPS2 RPS4	RPS2		293	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of transferase activity [GO:0051347]; protein methylation [GO:0006479]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	cadherin binding [GO:0045296]; enzyme binding [GO:0019899]; fibroblast growth factor binding [GO:0017134]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]		DOMAIN 102 165 S5 DRBM. {ECO:0000255|PROSITE-ProRule:PRU00268}.	Universal ribosomal protein uS5 family	SIMILARITY: Belongs to the universal ribosomal protein uS5 family. {ECO:0000305}.		Homo sapiens (Human)						COMPBIAS 22 53 Arg/Gly-rich.		RPS2;	reviewed	
RS9_HUMAN	P46781		1	9	13	0	0	0	0	0	10	3	6	14	0	0	0	0	32	33	8	6	1	0	0	0	35	20	27	37	6.72	8.91	9.13						8.92	8.31	8.60	8.95					9.89	9.96	8.54	8.38	7.02				9.13	9.36	9.23	9.07		0.252814224	0.909675226	0.233109171	0.501658375			40S ribosomal protein S9 (Small ribosomal subunit protein uS4)	RPS9	RPS9		194	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of cell proliferation [GO:0008284]; positive regulation of translational fidelity [GO:0045903]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; intracellular ribonucleoprotein complex [GO:0030529]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribosome [GO:0005840]	RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation regulator activity [GO:0045182]		DOMAIN 108 182 S4 RNA-binding. {ECO:0000255|PROSITE-ProRule:PRU00182}.	Universal ribosomal protein uS4 family	SIMILARITY: Belongs to the universal ribosomal protein uS4 family. {ECO:0000305}.		Homo sapiens (Human)								RPS9;	reviewed	
RS26_HUMAN	P62854		0	4	2	0	0	0	0	0	2	1	2	3	0	0	0	0	8	9	3	3	1	0	0	0	3	7	7	3		8.33	8.00						8.34	7.75	7.74	8.25					9.10	9.18	8.06	8.12					8.32	8.85	8.62	8.33		0.255563873	0.920761654	0.365447938	0.637860082			40S ribosomal protein S26 (Small ribosomal subunit protein eS26)	RPS26	RPS26		115	"negative regulation of RNA splicing [GO:0033119]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; small ribosomal subunit [GO:0015935]	cadherin binding [GO:0045296]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eS26 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eS26 family. {ECO:0000305}.		Homo sapiens (Human)								RPS26;	reviewed	
RS26L_HUMAN	Q5JNZ5		0	4	2	0	0	0	0	0	2	1	2	3	0	0	0	0	8	9	3	3	1	0	0	0	3	7	7	3		8.33	8.00						8.34	7.75	7.74	8.25					9.10	9.18	8.06	8.12					8.32	8.85	8.62	8.33		0.255563873	0.920761654	0.365447938	0.637860082			Putative 40S ribosomal protein S26-like 1	RPS26P11 RPS26L1	RPS26P11		115	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eS26 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eS26 family. {ECO:0000305}.		Homo sapiens (Human)								RPS26P11;	reviewed	
RS14_HUMAN	P62263		0	4	3	1	0	0	0	0	0	1	2	1	0	0	0	0	15	16	4	5	0	0	0	0	10	7	8	9		8.49	8.58	6.48					7.32	8.05	8.36	8.01					9.35	9.45	8.19	8.22					8.67	8.80	8.76	8.68		0.263895089	0.917685381	0.282548992	0.555555556			40S ribosomal protein S14 (Small ribosomal subunit protein uS11)	RPS14 PRO2640	RPS14		151	"erythrocyte differentiation [GO:0030218]; maturation of SSU-rRNA [GO:0030490]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; ribosomal small subunit assembly [GO:0000028]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	mRNA 5'-UTR binding [GO:0048027]; RNA binding [GO:0003723]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; translation regulator activity [GO:0045182]			Universal ribosomal protein uS11 family	SIMILARITY: Belongs to the universal ribosomal protein uS11 family. {ECO:0000305}.		Homo sapiens (Human)								RPS14;	reviewed	
RS6_HUMAN	P62753		0	4	4	0	0	0	0	0	2	5	5	2	0	0	0	0	20	19	7	7	0	0	0	0	10	17	14	8		8.59	8.35						8.28	8.48	8.36	7.96					9.53	9.61	8.37	8.30					8.81	9.12	8.98	8.67		0.264286107	0.913741068	0.249508013	0.537918871			40S ribosomal protein S6 (Phosphoprotein NP33) (Small ribosomal subunit protein eS6)	RPS6 OK/SW-cl.2	RPS6	FUNCTION: May play an important role in controlling cell growth and proliferation through the selective translation of particular classes of mRNA.	249	"activation-induced cell death of T cells [GO:0006924]; erythrocyte development [GO:0048821]; G1/S transition of mitotic cell cycle [GO:0000082]; gastrulation [GO:0007369]; glucose homeostasis [GO:0042593]; mitotic cell cycle checkpoint [GO:0007093]; negative regulation of apoptotic process [GO:0043066]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; oogenesis stage [GO:0022605]; placenta development [GO:0001890]; positive regulation of apoptotic process [GO:0043065]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; T cell differentiation in thymus [GO:0033077]; T cell proliferation involved in immune response [GO:0002309]; TOR signaling [GO:0031929]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cell body [GO:0044297]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; dendrite [GO:0030425]; intracellular ribonucleoprotein complex [GO:0030529]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; polysome [GO:0005844]; small ribosomal subunit [GO:0015935]	protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eS6 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eS6 family. {ECO:0000305}.		Homo sapiens (Human)								RPS6;	reviewed	
RS25_HUMAN	P62851		1	5	4	0	0	0	0	0	3	3	2	1	0	0	0	0	9	11	6	6	0	0	0	0	13	12	11	8	7.04	8.57	8.70						8.32	8.22	8.05	8.14					9.39	9.47	8.37	8.46					8.82	8.95	8.87	8.60		0.294160447	0.92080283	0.087456416	0.386904762			40S ribosomal protein S25 (Small ribosomal subunit protein eS25)	RPS25	RPS25		125	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribosome [GO:0005840]; small ribosomal subunit [GO:0015935]	RNA binding [GO:0003723]			Eukaryotic ribosomal protein eS25 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eS25 family. {ECO:0000305}.		Homo sapiens (Human)								RPS25;	reviewed	
RS15A_HUMAN	P62244		0	3	4	1	0	0	0	0	2	2	2	4	0	0	0	0	12	13	5	5	0	0	0	0	10	7	7	11		8.32	8.47	6.79					8.33	8.21	8.27	8.43					9.47	9.54	8.42	8.38					8.75	9.06	8.81	8.59		0.298415083	0.921628115	0.216854333	0.530864198			40S ribosomal protein S15a (Small ribosomal subunit protein uS8)	RPS15A OK/SW-cl.82	RPS15A		130	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell proliferation [GO:0008284]; response to virus [GO:0009615]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Universal ribosomal protein uS8 family	SIMILARITY: Belongs to the universal ribosomal protein uS8 family. {ECO:0000305}.		Homo sapiens (Human)								RPS15A;	reviewed	
RS17_HUMAN	P08708		0	4	4	0	0	0	0	0	4	1	1	4	0	0	0	0	20	15	3	4	0	0	0	0	7	8	9	9		8.28	8.22						8.18	7.64	7.39	8.24					9.16	9.08	7.84	7.76					8.25	8.59	8.29	8.34		0.312868619	0.932819641	0.566760128	0.736111111			40S ribosomal protein S17 (Small ribosomal subunit protein eS17)	RPS17 RPS17L	RPS17		135	"erythrocyte homeostasis [GO:0034101]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; ribosomal small subunit assembly [GO:0000028]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; ribosome [GO:0005840]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eS17 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eS17 family. {ECO:0000305}.		Homo sapiens (Human)								RPS17;	reviewed	
RS13_HUMAN	P62277		0	11	11	0	0	0	0	0	7	6	3	6	0	0	0	0	22	18	7	7	0	0	0	0	15	16	18	16		8.86	8.95						8.71	8.57	8.30	8.46					9.63	9.69	8.43	8.45	6.02				8.90	9.03	9.01	8.78		0.319070846	0.921299758	0.283533243	0.5907173			40S ribosomal protein S13 (Small ribosomal subunit protein uS15)	RPS13	RPS13		151	"negative regulation of RNA splicing [GO:0033119]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribosome [GO:0005840]	5.8S rRNA binding [GO:1990932]; mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]			Universal ribosomal protein uS15 family	SIMILARITY: Belongs to the universal ribosomal protein uS15 family. {ECO:0000305}.		Homo sapiens (Human)								RPS13;	reviewed	
RS5_HUMAN	P46782		0	6	4	0	0	0	0	0	2	3	1	3	1	0	0	1	16	13	5	7	0	0	0	0	14	10	12	12		8.32	8.29						8.23	7.80		8.33	6.79			6.81	9.33	9.26	7.86	7.88					8.38	8.86	8.68	8.39		0.319752987	0.930513165	0.148744605	0.462962963			"40S ribosomal protein S5 (Small ribosomal subunit protein uS7) [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"	RPS5	RPS5		204	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translational fidelity [GO:0006450]; ribosomal small subunit assembly [GO:0000028]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; intracellular ribonucleoprotein complex [GO:0030529]; membrane [GO:0016020]; nucleoplasm [GO:0005654]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]			Universal ribosomal protein uS7 family	SIMILARITY: Belongs to the universal ribosomal protein uS7 family. {ECO:0000305}.		Homo sapiens (Human)								RPS5;	reviewed	
RS27L_HUMAN	Q71UM5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1																	7.86									7.79		7.30		0.320489521	0.959729142	0.336729979	0.277777778			40S ribosomal protein S27-like (Small ribosomal subunit protein eS27-like)	RPS27L	RPS27L		84	"activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator [GO:0006978]; DNA repair [GO:0006281]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; mitotic G1 DNA damage checkpoint [GO:0031571]; positive regulation of translation [GO:0045727]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]"	cytosolic small ribosomal subunit [GO:0022627]; nucleus [GO:0005634]	cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation activator activity [GO:0008494]			Eukaryotic ribosomal protein eS27 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eS27 family. {ECO:0000305}.		Homo sapiens (Human)			ZN_FING 38 60 C4-type. {ECO:0000255}.					RPS27L;	reviewed	
RS3A_HUMAN	P61247		0	18	18	0	0	0	0	0	10	10	9	12	1	0	0	1	48	46	17	12	0	0	0	1	32	37	29	42		9.07	9.14						8.99	8.75	8.77	9.03	6.97			7.09	9.89	9.91	8.67	8.55				6.79	9.22	9.48	9.28	9.24		0.322402215	0.920004711	0.263197728	0.565359477			40S ribosomal protein S3a (Small ribosomal subunit protein eS1) (v-fos transformation effector protein) (Fte-1)	RPS3A FTE1 MFTL	RPS3A	FUNCTION: May play a role during erythropoiesis through regulation of transcription factor DDIT3. {ECO:0000255|HAMAP-Rule:MF_03122}.	264	"cell differentiation [GO:0030154]; cytoplasmic translation [GO:0002181]; negative regulation of apoptotic process [GO:0043066]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; intracellular ribonucleoprotein complex [GO:0030529]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	mRNA 5'-UTR binding [GO:0048027]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eS1 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eS1 family. {ECO:0000255|HAMAP-Rule:MF_03122}.		Homo sapiens (Human)								RPS3A;	reviewed	
RS20_HUMAN	P60866		0	5	5	0	0	0	0	0	1	1	1	1	0	0	0	0	10	11	2	2	0	0	0	0	5	9	8	4		8.57	8.72						8.17	8.13	7.99	8.14					9.50	9.58	8.00	8.00					8.51	9.02	8.84	8.36		0.343806188	0.930529425	0.444987105	0.648148148			40S ribosomal protein S20 (Small ribosomal subunit protein uS10)	RPS20	RPS20		119	"cytoplasmic translation [GO:0002181]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; membrane [GO:0016020]; nucleoplasm [GO:0005654]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Universal ribosomal protein uS10 family	SIMILARITY: Belongs to the universal ribosomal protein uS10 family. {ECO:0000305}.		Homo sapiens (Human)								RPS20;	reviewed	
RS10_HUMAN	P46783		0	3	3	0	0	0	0	1	4	1	3	6	1	0	0	1	15	18	6	7	0	0	0	0	13	15	19	9		8.07	8.29					6.62	8.41	7.95	7.83	8.46	6.57			6.58	9.09	9.20	8.15	8.16					8.49	8.79	8.46	8.40		0.364904698	0.937681426	0.156752175	0.450885668			40S ribosomal protein S10 (Small ribosomal subunit protein eS10)	RPS10	RPS10	FUNCTION: Component of the 40S ribosomal subunit.	165	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; ribosomal small subunit assembly [GO:0000028]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ribosome [GO:0005840]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]			Eukaryotic ribosomal protein eS10 family	SIMILARITY: Belongs to the eukaryotic ribosomal protein eS10 family. {ECO:0000305}.		Homo sapiens (Human)								RPS10;	reviewed	
